"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/strata_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/strata.csv?datainfo&rowcount&interval=Permian,Ladinian&private"
"Access Time","Fri 2024-10-25 09:23:12 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","interval","Permian,Ladinian"
"","timerule","major"
"","private","1"
"Elapsed Time","3.12"
"Records Found","3667"
"Records Returned","3667"
"Records:"
"record_type","group","formation","member","lithology","max_ma","min_ma","cc_list","n_colls","n_occs"
"str","","Saal","Aseelah Unit","bafflestone/floatstone","298.9","273.01","OM","2","54"
"str","","Sabanakovian","","","283.5","273.01","RU","8","74"
"str","","Sabine Bay","","""limestone"",""shale""","283.5","273.01","CA","2","28"
"str","","Sadlerochit","","sandstone","273.01","264.28","CA","1","1"
"str","","Sadlerochit","Echooka","""siliciclastic""","273.01","266.9","US","2","2"
"str","","Sadong","Upper","","290.1","283.5","KR","1","8"
"str","","Safetdara","","""limestone"",grainstone","283.5","273.01","TJ","25","360"
"str","","Safetdaron","","""limestone""","283.5","273.01","TJ","74","154"
"str","","Saharonim","","""limestone"",""limestone""/""shale"",dolomite","242","237","EG,IL","21","264"
"str","","Saharonim","Fossiliferous Limestone","""limestone""","242","239.7","EG,IL","7","56"
"str","","Saharonim","Limestone-Gypsum","""limestone""/gypsum","239.7","237","IL","1","8"
"str","","Saharonim","Limestone-Marl","""limestone""/marl","239.7","237","IL","1","5"
"str","","Saharonim","Lower","","243.8","239.7","IL","1","1"
"str","","Saikra Biohermal Complex","","""limestone"",""limestone""/""shale"",""shale"",grainstone,grainstone/packstone,lime mudstone,lime mudstone/""shale"",lime mudstone/grainstone,marl,marl/""shale""","264.28","259.51","TN","31","279"
"str","","Saint Antoine Limestone","","""limestone""","293.52","290.1","FR","1","1"
"str","","Saiq","","""limestone""","266.9","264.28","OM","3","10"
"str","","Saiwan","","""limestone"",sandstone,siltstone","293.52","290.1","OM","46","185"
"str","","Sakamotosawa","","""limestone"",""shale"",""siliciclastic"",sandstone","290.1","283.5","JP","9","32"
"str","","Sakamotozawa","","""limestone"",sandstone","290.1","283.5","JP","3","16"
"str","","Sakamotozawa","Motoiwazawa","sandstone/""limestone""","290.1","283.5","JP","2","9"
"str","","Sakamotozawa","Sa","conglomerate,sandstone","293.52","290.1","JP","2","5"
"str","","Sakamotozawa","Shiraishi","""limestone""","283.5","273.01","JP","2","25"
"str","","Sakamotozawa","Shiratorizawa","""limestone""","290.1","283.5","JP","1","12"
"str","","Sakha","","siltstone","283.5","273.01","RU","1","1"
"str","","Sakhana","","""siliciclastic""","283.5","273.01","RU","1","1"
"str","","Salagou","","claystone/siltstone","283.5","273.01","FR","7","11"
"str","","Salagou","F5","sandstone","259.51","251.902","FR","1","6"
"str","","Salagou","Merifons","claystone,claystone/siltstone,siltstone","283.5","273.01","FR","9","54"
"str","","Salagou","Merifrons","claystone,claystone/siltstone,siltstone","283.5","273.01","FR","9","19"
"str","","Salagou","Octon","siltstone","290.1","283.5","FR","2","9"
"str","","Salarevo","","conglomerate","264.28","256.8","RU","4","34"
"str","","Salarevo","Komaritsa","""siliciclastic""","254.14","251.902","RU","1","14"
"str","","Salarevskaya","","","264.28","256.8","RU","1","1"
"str","","Salarevskaya","Komaritsa","","259.51","254.14","RU","1","1"
"str","","Saludu","","""limestone""","290.1","283.5","IR","5","5"
"str","","Samsonów","","siltstone","247.2","244.7","PL","1","7"
"str","","San Andres","","""limestone"",dolomite","273.01","266.9","US","13","34"
"str","","San Andres","Lower","""limestone""","283.5","273.01","US","2","9"
"str","","San Andres","Rio Bonito","""limestone""","283.5","273.01","US","1","1"
"str","","San Cassiano","Lower","""mixed carbonate-siliciclastic""","242","237","IT","20","150"
"str","","San Felix","","conglomerate/mudstone","247.2","242","CL","4","14"
"str","","San Gregorio","","","298.9","290.1","UY","1","10"
"str","","San Salvatore","","dolomite","242","239.7","IT","6","39"
"str","","San Tirso","","sandstone","307.4","283.5","ES","1","15"
"str","","Sanbao'ao","","""limestone""/mudstone","247.2","242","CN","1","6"
"str","","Sang Phou","","""siliciclastic""/""limestone""","242","237","LA","1","3"
"str","","Sangre de Cristo","","","298.9","286.1","US","2","11"
"str","","Sanjoushan","","","264.28","254.14","CN","1","17"
"str","","Santa Maria","","mudstone,sandstone/conglomerate,sandstone/mudstone","242","237","BR","4","29"
"str","","Santa Maria","Alemoa","","247.2","237","BR","1","1"
"str","","Santa Maria","Lower","siltstone","242","237","BR","1","1"
"str","","Santa Maxima","","","298.9","290.1","AR","1","4"
"str","","Santa Rosa Flat","","""limestone""","290.1","283.5","US","6","6"
"str","","Sapadere","Tirlar","chert/mudstone","239.7","237","TR","18","618"
"str","","Saraburi","","""limestone"",breccia","273.01","266.9","TH","2","8"
"str","","Sardar","","""shale""","303.7","293.52","IR","2","2"
"str","","Sarga","","""limestone"",sandstone/claystone","290.1","283.5","RU","5","5"
"str","","Sartakht","","packstone/floatstone","293.52","290.1","IR","14","30"
"str","","Sasnava","","claystone/sandstone","259.51","254.14","LT,RU","6","12"
"str","","Satanka","","""limestone"",sandstone","266.9","264.28","US","3","6"
"str","","Savina","","""siliciclastic""","273.01","266.9","RU","12","23"
"str","","Savinskaya","","""siliciclastic""","273.01","266.9","RU","9","12"
"str","","Schei Point","","""siliciclastic""","242","237","CA","10","16"
"str","","Schistes de Buxières","","""siliciclastic""","298.9","293.52","FR","1","1"
"str","","Schlern","","""limestone"",""limestone""/marl,dolomite,grainstone","242","237","IT","18","294"
"str","","Schlern 1","","""limestone"",framestone,framestone/bindstone,framestone/wackestone,packstone,wackestone/""reef rocks""","247.2","237","IT","8","104"
"str","","Schlern Dolomite","","bindstone/bafflestone","242","237","AT","1","37"
"str","","Schmidt","","sandstone,sandstone/""limestone"",sandstone/siltstone","248.9","247.2","RU","12","84"
"str","","Schoonover","","""limestone""","298.9","293.52","US","1","1"
"str","","Schreyeralm","","""limestone""","243.8","242","AT,DE","5","103"
"str","","Schroyer","","""limestone""","293.52","290.1","US","2","2"
"str","","Schuchert Dal","","""limestone"",""siliciclastic"",sandstone","254.14","251.902","GL","6","9"
"str","","Schuchert Dal","Oksedal","","259.51","254.14","GL","1","17"
"str","","Schwagerina Limestone","","","293.52","290.1","RU","3","4"
"str","","Sciliar","","""limestone"",grainstone","243.8","242","IT","30","144"
"str","","Sciliar","Punta Santner","""limestone""","239.7","237","IT","3","166"
"str","","Sciliar Dolomite","","""limestone"",""reef rocks""","242","237","IT","2","42"
"str","","Sebisurkhskaya","","","290.1","283.5","TJ","1","13"
"str","","Sedwick","","""limestone""","293.52","290.1","US","1","1"
"str","","Sefid Kuh","D","""reef rocks""","248.9","247.2","IR","1","2"
"str","","Seidin","","","283.5","273.01","RU","1","1"
"str","","Seidin","Sheshminsky","coal","273.01","266.9","RU","2","5"
"str","","Selander","","""limestone"",sandstone","266.9","264.28","SJ","2","26"
"str","","Selong","","","254.14","251.902","CN","8","42"
"str","","Semanggol","","chert","247.2","237","MY","13","64"
"str","","Semanggol","chert","chert","247.2","237","MY","6","20"
"str","","Senja","","""limestone"",""shale"",sandstone","254.14","251.902","NP","11","41"
"str","","Senja","Nisal","sandstone","254.14","251.902","NP","1","1"
"str","","Senja","Pija","""siliciclastic""","254.14","251.902","NP","16","110"
"str","","Senmatsu","","""shale"",sandstone","254.14","251.902","JP","10","24"
"str","","Serie de Bou Achouch","","","293.52","290.1","MA","1","25"
"str","","Serie de Llantenis","Estratos del Chihuido","","247.2","237","AR","1","7"
"str","","Serla","","","244.7","243.8","IT","1","1"
"str","","Serra Alta","","siltstone","273.01","266.9","BR","1","1"
"str","","Servino","Acquaseria","packstone","251.2","248.9","IT","2","5"
"str","","Servino","Ca'San Marco","packstone","251.4","251.2","IT","1","2"
"str","","Servino","Gastropod Oolite","packstone","251.2","248.9","IT","1","2"
"str","","Servino","Middle","sandstone/dolomite","251.902","251.2","IT","1","6"
"str","","Servino","Myophoria beds","packstone","248.9","247.2","IT","7","10"
"str","","Seti Khola","","sandstone","298.9","290.1","BT","1","6"
"str","","Seven Rivers","","dolomite,grainstone","264.28","259.51","US","2","3"
"str","","Severodvinskian","","sandstone","266.9","256.8","RU","1","1"
"str","","Sezima","","","293.52","290.1","RU","1","1"
"str","","Sezimskaya","","""siliciclastic""","293.52","290.1","RU","1","1"
"str","","Sezymskaya","","""siliciclastic""","293.52","290.1","RU","3","5"
"str","","Shabaowan","","mudstone","251.4","251.2","CN","5","10"
"str","","Shadrovskaya","","""siliciclastic"",sandstone","254.14","251.902","RU","21","61"
"str","","Shadrovskaya Suite","","","264.28","254.14","RU","1","45"
"str","","Shahu","","","259.51","254.14","CN","1","8"
"str","","Shaiwa","","""limestone"",chert,lime mudstone,mudstone","254.14","251.902","CN","13","118"
"str","","Shaiwa","1","claystone","266.9","264.28","CN","2","5"
"str","","Shaiwa","2","""carbonate"",claystone,siltstone,siltstone/mudstone","259.51","254.14","CN","5","6"
"str","","Shaiwa","3","claystone,mudstone/siltstone,siltstone,siltstone/mudstone","259.51","254.14","CN","5","13"
"str","","Shaiwa","4","""limestone"",claystone,lime mudstone,mudstone,mudstone/siltstone","254.14","251.902","CN","8","26"
"str","","Shakhtau Reef","","""reef rocks"",bindstone/framestone","293.52","290.1","RU","15","231"
"str","","Shaksgam","","""limestone"",sandstone","273.01","264.28","CN","8","84"
"str","","Shalem Colony","","""limestone""","293.52","290.1","US","1","13"
"str","","Shanglan","","","247.2","242","CN","2","13"
"str","","Shangshihezi","","sandstone/mudstone","259.51","254.14","CN","2","11"
"str","","Shanxi","","""shale"",""siliciclastic"",mudstone,siltstone","290.1","273.01","CN,JP","28","371"
"str","","Shanxiuling","","sandstone","298.9","293.52","CN","1","19"
"str","","Shar'yu","","""siliciclastic""","290.1","283.5","RU","2","2"
"str","","Shazipo","","""limestone"",wackestone/packstone","266.9","264.28","CN","30","112"
"str","","Shazitang","","""limestone""","298.9","293.52","CN","2","55"
"str","","Shedhorn","","""siliciclastic"",sandstone","264.28","259.51","US","9","13"
"str","","Shedhorn","Lower","sandstone,sandstone/""limestone""","266.9","264.28","US","3","22"
"str","","Shedhorn","Upper","sandstone","266.9","264.28","US","2","40"
"str","","Sheimo-Gora Beds","","sandstone","273.01","266.9","RU","1","11"
"str","","Sheizaf","","""limestone"",""shale""","298.9","251.902","IL","2","14"
"str","","Shentang","","","254.14","251.902","CN","1","6"
"str","","Sherkirtinskie","","""siliciclastic""","283.5","273.01","RU","1","2"
"str","","Sheshma","","sandstone/""shale""","283.5","273.01","RU","1","2"
"str","","Sheshmian","","""shale""","266.9","259.51","RU","3","5"
"str","","Shichienfen","","","254.14","251.902","CN","1","28"
"str","","Shidaka","","sandstone","248.9","247.2","JP","1","3"
"str","","Shigejizawa","","""siliciclastic"",sandstone","266.9","264.28","JP","5","17"
"str","","Shihezi","third coal","siltstone","273.01","259.51","CN","1","5"
"str","","Shihtienfeng, Shiqianfeng, Sunjiagou","","claystone/sandstone,conglomerate/mudstone","254.14","251.902","CN","3","10"
"str","","Shikhan","","","298.9","293.52","RU","4","4"
"str","","Shikhansk","","""limestone"",""shale"",dolomite","298.9","293.52","RU","10","18"
"str","","Shikhany","","""limestone""","294.8","293.52","RU","1","2"
"str","","Shilikha","","claystone","251.902","247.2","RU","1","1"
"str","","Shimoyama","","""limestone""","264.28","259.51","JP","1","1"
"str","","Shindy","","","283.5","273.01","TJ","3","10"
"str","","Shionosawa","","""limestone""","251.2","248.9","JP","1","8"
"str","","Shionosawa Limestone","","""limestone""","251.902","247.2","JP","1","5"
"str","","Shipao","","mudstone","248.9","247.2","CN","1","6"
"str","","Shiqianfeng","","","254.14","251.902","CN","3","16"
"str","","Shirahone","","""limestone""","273.01","266.9","JP","2","12"
"str","","Shirasaki","","""limestone""","273.01","266.9","JP","1","1"
"str","","Shomaru","","""limestone""","266.9","251.902","JP","14","70"
"str","","Shoushangou","","""limestone""","283.5","273.01","CN","4","38"
"str","","Shuanglongshan","","","283.5","273.01","CN","1","8"
"str","","Shuangputang","","""limestone"",""shale""","273.01","266.9","CN","4","12"
"str","","Shuanquan","","","264.28","254.14","CN","1","5"
"str","","Shublik","","""shale""","242","237","US","1","14"
"str","","Shugurovo","","""limestone""","283.5","266.9","RU","1","2"
"str","","Shuizhutang","","""siliciclastic"",mudstone","259.51","254.14","CN","15","201"
"str","","Shurtan","","lime mudstone","283.5","273.01","RU","1","7"
"str","","Sidazhai","Chongtou","""limestone"",dolomite,lime mudstone","266.9","264.28","CN","9","52"
"str","","Sidazhai","Gaijiao","""limestone"",claystone,wackestone","283.5","273.01","CN","4","20"
"str","","Sidazhai","Longma","""limestone"",claystone","290.1","283.5","CN","2","11"
"str","","Sig","","""siliciclastic""","293.52","290.1","RU","1","2"
"str","","Sigskaya","","""siliciclastic""","293.52","290.1","RU","3","4"
"str","","Sijiashan","","","266.9","264.28","CN","6","38"
"str","","Siksikpuk","","","298.9","251.902","US","1","1"
"str","","Siles","","""limestone""","242","239.7","ES","1","1"
"str","","Silungkang","","""limestone""","266.9","264.28","ID","2","44"
"str","","Silver Spur","","""siliciclastic""","290.1","283.5","AU","8","13"
"str","","Sina","","""carbonate"",marl,sandstone","239.7","237","IR","19","32"
"str","","Sinbad","","""limestone""","251.2","248.9","US","16","59"
"str","","Singa","","""limestone""/sandstone,mudstone,siltstone/""limestone""","293.52","290.1","MY","3","27"
"str","","Singa","Selang","mudstone","293.52","290.1","MY","1","11"
"str","","Sinigichan","","","283.5","273.01","RU","1","2"
"str","","Siren","Upper","","259.51","254.14","RU","2","7"
"str","","Sirius","","""shale"",siltstone","290.1","283.5","AU","2","16"
"str","","Sisne","","""limestone""","290.1","283.5","NP","1","1"
"str","","Sisne","Upper","""shale""","290.1","283.5","NP","1","1"
"str","","Sisophon","","""limestone"",""reef rocks""","264.28","259.51","KH","57","244"
"str","","Sisophon","C","""limestone""","264.28","259.51","KH","1","1"
"str","","Sisophon","D","""limestone"",""reef rocks""","264.28","259.51","KH","3","7"
"str","","Skiathos","","""reef rocks""/wackestone","254.14","251.902","GR","1","21"
"str","","Skinner Ranch","","""limestone"",""shale"",conglomerate","283.5","273.01","US","78","704"
"str","","Skinner Ranch","Decie Ranch","""limestone""","290.1","283.5","US","33","378"
"str","","Skinner Ranch","Dugout Mountain","""limestone""","283.5","273.01","US","16","83"
"str","","Skinner Ranch","Poplar Tank","""limestone"",framestone","283.5","273.01","US","23","191"
"str","","Skinner Ranch","Scacchinella Beds","""limestone""","283.5","273.01","US","1","84"
"str","","Skinner Ranch","Sullivan Peak","""limestone"",conglomerate,framestone","283.5","273.01","US","52","512"
"str","","Skipping Ridge","","siltstone","290.1","283.5","AU","2","12"
"str","","Skosyrskaya","","","298.9","293.52","RU","5","5"
"str","","Slana Spur","","""limestone""","298.9","293.52","US","4","4"
"str","","Slavyanskoy","","""limestone""","298.9","293.52","UA","26","64"
"str","","Sludka","","","251.2","247.2","RU","1","1"
"str","","Snaky Canyon","Juniper Gulch","bafflestone","298.9","286.1","US","1","5"
"str","","Snapper Point","","""siliciclastic"",conglomerate,mudstone,sandstone","273.01","266.9","AU","25","69"
"str","","Sneinton","","sandstone","247.2","242","UK","1","1"
"str","","Snowdon","","","247.2","242","NZ","1","1"
"str","","Snowdon","Retford","","247.2","242","NZ","1","1"
"str","","Snyder Hill","","""limestone""","283.5","273.01","US","1","2"
"str","","Sogur","","""siliciclastic""","283.5","273.01","RU","1","1"
"str","","Sokolin","","""siliciclastic""","273.01","266.9","RU","3","6"
"str","","Sokolov","","""siliciclastic""","293.52","290.1","RU","9","14"
"str","","Soktui","","","264.28","259.51","RU","3","12"
"str","","Solikamsk","","""shale"",claystone,mudstone,sandstone","283.5","273.01","RU","10","52"
"str","","Solikamslian","","","273.01","266.9","RU","6","21"
"str","","Solling","","mudstone","248.9","247.2","DE","3","4"
"str","","Solonchanskaya","","""siliciclastic""","298.9","273.01","RU","1","1"
"str","","Solonker","","","264.28","259.51","MN","7","23"
"str","","Son Serralta","","sandstone","247.2","244.7","ES","1","1"
"str","","Song Bung","","""volcaniclastic""","247.2","242","VN","1","2"
"str","","Song Sai Gon","","sandstone,siltstone","251.902","247.2","VN","3","6"
"str","","Sosucheiskiy","","","266.9","264.28","RU","1","1"
"str","","Sotasen","","""siliciclastic""","283.5","273.01","RU","1","1"
"str","","Sötern","","""shale""","298.9","290.1","DE","1","1"
"str","","Sotokawame","","mudstone","283.5","273.01","JP","1","2"
"str","","Soubol","","siltstone","283.5","273.01","RU","1","1"
"str","","South Curra","","""limestone"",sandstone","259.51","254.14","AU","18","27"
"str","","Speiser","","""limestone""","293.52","290.1","US","1","2"
"str","","Speiser Shale","","""shale""","293.52","290.1","US","2","10"
"str","","Spray River","","sandstone","251.2","248.9","CA","4","9"
"str","","Spreyton","","""siliciclastic"",siltstone","293.52","290.1","AU","2","16"
"str","","Sputnikovskaya","","siltstone","242","237","RU","1","2"
"str","","St Bees Evaporite","","siltstone","259.51","254.14","UK","1","14"
"str","","St Bees Marls","","""shale""","259.51","251.902","UK","1","9"
"str","","Stanleigh","","""siliciclastic""","290.1","283.5","AU","5","6"
"str","","Staratel","","""siliciclastic""","254.14","251.902","RU","4","6"
"str","","Staritskaya","","conglomerate/marl,sandstone,sandstone/claystone,sandstone/conglomerate","251.2","247.2","RU","37","79"
"str","","Starokuznetsk","","siltstone","276.5","273.01","RU","1","2"
"str","","Steinalm","","""limestone""","247.2","242","AT","1","12"
"str","","steinalm Limestones","","packstone","247.2","237","SK","3","6"
"str","","Steinalm reef limestone","","""reef rocks""","244.7","242","HU","1","1"
"str","","Step Conglomerate","","gravel","273.01","266.9","CA","1","4"
"str","","Stephens","","""limestone"",sandstone","254.14","251.902","NZ","29","106"
"str","","Sterlitamak","","""limestone""","293.52","290.1","RU","7","12"
"str","","Sticky Keep","","""siliciclastic""","248.9","247.2","SJ","4","6"
"str","","Sticky Keep","Kaosfjellet","siltstone,siltstone/sandstone","251.2","248.9","SJ","2","6"
"str","","Sticky Keep","Vendomdalen","","248.9","247.2","NO","1","2"
"str","","Stotler Limestone","Dry Shale","claystone","276.8","264.9","US","1","5"
"str","","Strelovec","","lime mudstone","244.7","243.8","SI","2","11"
"str","","Strohgelbe Kalke","","marl","247.2","245.5","DE","1","1"
"str","","Suanmazhouang","","","298.9","290.1","CN","1","11"
"str","","Suenosaki","","""shale"",mudstone,sandstone","259.51","254.14","JP","3","14"
"str","","Suga","","""siliciclastic""","290.1","283.5","RU","1","1"
"str","","Sukhona","Dmitrievo","dolomite","264.28","259.51","RU","1","2"
"str","","Sukhona","Nyuksenitsa","marl","264.28","259.51","RU","1","1"
"str","","Sukhona","Verkhnyaya Tozma","claystone","264.28","259.51","RU","1","6"
"str","","Sukhorechka","","","251.902","251.2","RU","1","8"
"str","","Sullivan Peak","","""limestone""","283.5","273.01","US","2","11"
"str","","Sulphur Mountain","","""shale""/marl,""siliciclastic"",sandstone,siltstone","247.2","237","CA","10","26"
"str","","Sulphur Mountain","Llama","""siliciclastic""","239.7","237","CA","26","50"
"str","","Sulphur Mountain","Phroso Siltstone","siltstone,siltstone/""limestone""","251.4","251.2","CA","2","2"
"str","","Sulphur Mountain","Vega","siltstone","251.2","248.9","CA","2","2"
"str","","Sulphur Mountain","Vega Siltstone","sandstone","251.4","251.2","CA","1","2"
"str","","Sulphur Mountain","Vega-Phroso","""siliciclastic"",siltstone,siltstone/""limestone""","239.7","237","CA","10","21"
"str","","Sulphur Mountain","Vega-Phroso Siltstone","""shale""/marl,siltstone","251.2","247.2","CA","11","41"
"str","","Sulphur Mountain","Whistler","""siliciclastic""","244.7","243.8","CA","4","9"
"str","","Sunan","","","259.51","251.902","CN","1","1"
"str","","Sunflower","Limestone","","298.9","290.1","US","1","9"
"str","","Sungai Toh","","siltstone","264.28","259.51","MY","2","56"
"str","","Sungjar","","""carbonate""","251.902","247.2","NP","1","2"
"str","","Sunjiafeng","","","264.28","254.14","CN","1","13"
"str","","Sunjiagou","","""siliciclastic"",mudstone,siltstone","251.4","251.2","CN","5","17"
"str","","Suojia","Lower","wackestone","264.28","259.51","CN","1","1"
"str","","Suojia","Upper","wackestone","264.28","259.51","CN","1","2"
"str","","Suolun","","","264.28","259.51","CN","2","6"
"str","","Supai","","""shale""","298.9","290.1","US","1","29"
"str","","Supai","Fort Apache","""limestone""","283.5","273.01","US","3","120"
"str","","Supai","Fort Apache Limestone","""limestone""","283.5","273.01","US","1","50"
"str","","Surmaq","","""limestone"",dolomite,lime mudstone","266.9","264.28","IR","81","401"
"str","","Surmaq","Unit 1","""limestone""","273.01","266.9","IR","1","13"
"str","","Surmaq","Unit 3","""limestone""","266.9","264.28","IR","3","5"
"str","","Syuren","","""siliciclastic""","266.9","264.28","RU","4","5"
"str","","Szentlélek","","""limestone""","264.28","259.51","HU","1","2"
"str","","Szin Marl","Unit A","grainstone,mudstone","248.9","247.2","HU","4","15"
"str","","Szin Marl","Unit B","mudstone,packstone,sandstone,siltstone","248.9","247.2","HU","13","38"
"str","","Szin Marl","Unit C","grainstone","248.9","247.2","HU","7","34"
"str","","Szin Marl","Unit F","grainstone,lime mudstone,siltstone","248.9","247.2","HU","4","17"
"str","","Szinpetri Limestone","","lime mudstone","248.9","247.2","HU","1","11"
"str","","Tab-yo","","""siliciclastic""","283.5","273.01","RU","3","15"
"str","","Tab-Yuskaya Suite","","","273.01","266.9","RU","1","73"
"str","","Tabyo","","""siliciclastic""","283.5","273.01","RU","3","6"
"str","","Taciba","","""shale"",siltstone","293.52","290.1","BR","4","28"
"str","","Tae Wei","","marl","273.01","264.28","ID","1","24"
"str","","Taganozhinskaya Suite","","","251.902","251.2","RU","1","7"
"str","","Tahkandit","","""limestone"",""limestone""/conglomerate,""shale"",sandstone/siltstone,siltstone/""limestone""","273.01","259.51","CA","13","44"
"str","","Taho","","""limestone"",""siliciclastic"",sandstone/""shale""","248.9","247.2","JP","4","34"
"str","","Taho Limestone","","""limestone""","247.2","242","JP","32","51"
"str","","Taiyuan","","""shale"",""siliciclastic"",tuff,tuff/mudstone","293.52","290.1","CN,MA","24","224"
"str","","Taiyuan","Dajian","siltstone","298.9","293.52","CN","1","26"
"str","","Tak Fa","","""limestone"",lime mudstone,mudstone,packstone,wackestone,wackestone/lime mudstone","259.51","254.14","TH","74","371"
"str","","Takakura-yama","","""siliciclastic""","264.28","259.51","JP","1","1"
"str","","Takakurayama","Iriishikura","""shale""","266.9","264.28","JP","2","21"
"str","","Takakurayama","Kashiwadaira","""shale""","264.28","259.51","JP","3","32"
"str","","Takakurayama","Motomura","""shale""","259.51","254.14","JP","1","3"
"str","","Takamkyt","","""siliciclastic"",siltstone","283.5","273.01","RU","4","4"
"str","","Takhandit","","""limestone"",""siliciclastic"",breccia,sandstone","266.9","264.28","CA,US","84","408"
"str","","Takhtabulak","","""limestone""","254.14","251.902","TJ","26","121"
"str","","Talata","","""siliciclastic""","283.5","273.01","RU","70","128"
"str","","Talatin","","""siliciclastic""","283.5","273.01","RU","1","2"
"str","","Talchir","","""shale"",""shale""/""carbonate"",""shale""/conglomerate,conglomerate,siltstone/""shale""","298.9","290.1","IN,MG,PK","12","106"
"str","","Talpa","","""limestone""","283.5","273.01","US","4","8"
"str","","Talung","","""limestone"",""shale"",mudstone,sandstone","254.14","251.902","CN","17","152"
"str","","Tamba Kurkur","","wackestone","247.2","242","NP","3","12"
"str","","Tambacher","","""shale""/sandstone","290.1","273.01","DE","1","4"
"str","","Tamby Creek","","""siliciclastic""","293.52","290.1","AU","1","1"
"str","","Tan Lac","","""mixed carbonate-siliciclastic""/marl","251.2","247.2","VN","1","4"
"str","","Tangjiazhuang","","","273.01","264.28","CN","1","12"
"str","","Tanquary","","""limestone"",packstone","290.1","283.5","CA","11","20"
"str","","Tansill","","bindstone","264.28","259.51","US","1","2"
"str","","Tao","","packstone","251.2","248.9","JP","1","5"
"str","","Taragaiskaya Suite","","","259.51","254.14","RU","2","46"
"str","","Tarasci","","lime mudstone","239.7","237","TR","1","8"
"str","","Tarkhan","","""siliciclastic""","290.1","283.5","RU","1","1"
"str","","Tarporley Siltstone","","siltstone","247.2","242","UK","1","1"
"str","","Tartalinskaya","","""limestone"",mudstone/""limestone"",mudstone/sandstone,sandstone/mudstone,siltstone,siltstone/""limestone"",siltstone/sandstone","248.9","247.2","KZ","24","150"
"str","","Tas","","""siliciclastic""","273.01","266.9","RU","1","1"
"str","","Tashkazyk","","","293.52","290.1","TJ","5","8"
"str","","Tasmanites Shale","","""shale""","298.9","293.52","AU","1","9"
"str","","Tastuba","","""limestone""","293.52","290.1","RU","35","72"
"str","","Tatouhe","","","283.5","273.01","CN","1","6"
"str","","Tatui","","","290.1","283.5","BR","1","2"
"str","","Tauchik","""Unit 5""","","248.9","247.2","KZ","1","1"
"str","","Taxi","","","273.01","259.51","CN","1","3"
"str","","Tayakhtakh","","""siliciclastic""","290.1","283.5","RU","1","2"
"str","","Teberden","","""siliciclastic""","283.5","273.01","RU","1","1"
"str","","Teekloof","","siltstone","264.28","254.14","ZA","1","1"
"str","","Teekloof","Hoedemaker","siltstone","259.51","254.14","ZA","1","1"
"str","","Teekloof","Oukloof","","259.51","254.14","ZA","1","9"
"str","","Teekloof","Poortjie","lime mudstone,mudstone","264.28","251.902","ZA","3","3"
"str","","Telford","","""limestone""","293.52","290.1","CA","4","18"
"str","","Telong","","""shale"",mudstone/tuff","239.7","237","MY","2","22"
"str","","Templomhegy Dolomite","","dolomite","242","237","HU","2","7"
"str","","Tenjinmaru","","chert/""shale""","247.2","242","JP","1","1"
"str","","Tenjinnoki","","sandstone","266.9","264.28","JP","2","23"
"str","","Teresina","","""limestone"",siltstone","264.28","259.51","BR","4","14"
"str","","Terezina","","sandstone","266.9","264.28","PY","1","1"
"str","","Terrigenious Series","","mudstone/sandstone","259.51","251.902","PL","2","34"
"str","","Tersinskaya","","""siliciclastic""","283.5","273.01","RU","5","34"
"str","","Teryutekh","","","251.2","247.2","RU","1","1"
"str","","Teshbihli","","chert/""shale""","239.7","237","TR","1","2"
"str","","Teslin","","""limestone""","273.01","264.28","CA","1","2"
"str","","Tetelna","","mudstone/""limestone""","290.1","283.5","US","1","3"
"str","","Thaynes","","""carbonate"",""limestone"",""mixed carbonate-siliciclastic"",""shale"",grainstone/siltstone,marl,mudstone,packstone,sandstone,siltstone,siltstone/""limestone"",wackestone","248.9","247.2","US","255","980"
"str","","Thaynes","Portneuf","""limestone""","248.9","247.2","US","8","8"
"str","","Thaynes","Ross Fork","""limestone""","251.2","248.9","US","2","2"
"str","","Thaynes Limestone","","""limestone""","251.2","247.2","US","1","14"
"str","","Thinigaon","A","dolomite","248.9","247.2","NP","8","36"
"str","","Thinigaon","basal limestone","dolomite","251.902","251.4","NP","3","4"
"str","","Thitsipin","","""limestone""","273.01","259.51","MM","1","5"
"str","","Thitsipin Limestone","","""limestone"",packstone","273.01","259.51","MM","2","71"
"str","","Threemile","","""limestone""","293.52","290.1","US","4","4"
"str","","Tianjingshan","","wackestone","242","237","CN","2","28"
"str","","Tiefoshan","","""limestone"",""shale"",claystone,dolomite,marl,sandstone","254.14","251.902","CN","13","55"
"str","","Tiefoshan","Chaotian","""limestone"",marl","254.14","251.902","CN","2","8"
"str","","Tiefoshan","Mingyuexian","""limestone""","254.14","251.902","CN","2","27"
"str","","Tiemulike","","","259.51","254.14","CN","1","3"
"str","","Timezgadiwine","Tanameurt","sandstone/mudstone","251.2","247.2","MA","1","6"
"str","","Tiryakh","","""siliciclastic""","273.01","266.9","RU","9","9"
