"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/strata_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/strata.csv?datainfo&rowcount&interval=Permian,Ladinian&private"
"Access Time","Fri 2024-10-25 09:23:12 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","interval","Permian,Ladinian"
"","timerule","major"
"","private","1"
"Elapsed Time","3.12"
"Records Found","3667"
"Records Returned","3667"
"Records:"
"record_type","group","formation","member","lithology","max_ma","min_ma","cc_list","n_colls","n_occs"
"str","Port Hardy","Greville","Tongue Point","""shale""","259.51","254.14","NZ","1","5"
"str","Port Keats","","Upper Marine Beds","","259.51","254.14","AU","2","18"
"str","Port Keats","Lower Marine Beds","","""siliciclastic""","273.01","266.9","AU","2","16"
"str","Port Keats","Upper Marine Beds","","""siliciclastic"",sandstone","259.51","254.14","AU","5","13"
"str","Port Keats","Upper Marine Beds","C","""siliciclastic""","259.51","254.14","AU","1","1"
"str","Productus Creek","Elsdun","Glendale Limestone","","264.28","259.51","NZ","1","1"
"str","Productus Creek","Glendale Limestone","","""limestone""","259.51","254.14","NZ","1","3"
"str","Productus Creek","Hawtel","","""limestone""","259.51","251.902","NZ","1","2"
"str","Productus Creek","Letham","","","273.01","266.9","NZ","4","63"
"str","Productus Creek","Mangarewa","","""siliciclastic""","264.28","259.51","NZ","11","207"
"str","Pyongan","Pamchi","","""shale""","293.52","290.1","KR","1","1"
"str","Qinglong","","","""limestone"",""shale"",marl","248.9","247.2","CN","7","21"
"str","Quamby","Brumby","","mudstone","293.52","290.1","AU","1","2"
"str","Ramon","Gevanim","sandstone clay","""shale""","247.2","242","IL","1","1"
"str","Ramon","Gevanim","sandstone reef limestone","""shale""","247.2","242","IL","2","6"
"str","Ramon","Sa'haronim","fossiliferous limestone","""limestone"",""shale""/""limestone"",marl","242","237","IL","5","21"
"str","Ramon","Sa'haronim-Gevanim","fossiliferous limestone - sandstone reef limestone","","247.2","237","IL","1","6"
"str","Rat Buri","Khao Muang Khrut","","""limestone""","283.5","273.01","TH","1","1"
"str","Rat Buri","Phap Pha","","""limestone""","283.5","273.01","TH","2","3"
"str","Rat Buri","Thung Nang Ling","","""limestone""","283.5","273.01","TH","2","3"
"str","Ratburi","","","""limestone""","290.1","273.01","TH","1","1"
"str","Ratburi","E-Lert","","mudstone,sandstone","283.5","273.01","TH","3","35"
"str","Rattendorf","Lower Pseudoschwagerina Limestone","","""limestone""","303.7","293.52","IT","21","26"
"str","Rewan","Arcadia","","mudstone,mudstone/ironstone","251.902","251.2","AU","3","32"
"str","Richmond","Te Arowhenua","","siltstone","247.2","242","NZ","3","3"
"str","Rio Genoa","Nueva Lubecka","","","293.52","290.1","AR","1","15"
"str","Rio Genoa","Piedra Shotel","","","298.9","293.52","AR","1","12"
"str","Rocky Mountain","Ishbel","","""carbonate"",siltstone/""limestone""","298.9","251.902","CA","4","10"
"str","Rocky Mountain","Norquay","3","""limestone""/dolomite","298.9","273.01","CA","1","2"
"str","Rosário do Sul","Sanga do Cabral","","""siliciclastic"",conglomerate,conglomerate/sandstone,sandstone/conglomerate","251.902","247.2","BR","7","27"
"str","Rosário do Sul","Santa Maria","","claystone,mudstone,mudstone/sandstone","242","237","BR","39","80"
"str","Rosário do Sul","Santa Maria","Alemoa","mudstone,mudstone/sandstone","242","237","BR","4","13"
"str","Rotliegend","","","","293.52","290.1","DE","1","1"
"str","Rotliegend","Döhlen","1. Flöz (1st seam)","""shale""","298.9","293.52","DE","1","3"
"str","Rotliegend","Meisenheim","","""shale""","298.9","283.5","DE","3","14"
"str","Rotliegend","Meisenheim","M6","""shale""","298.9","293.52","DE","1","1"
"str","Rotliegend","Niederhäslich-Schweinsdorf","Niederhäslich limestone","""limestone""","293.52","290.1","DE","2","12"
"str","Rotliegend","Oberhof","","""siliciclastic""","298.9","283.5","DE","1","1"
"str","Rotliegend","Remigiusberg","","sandstone","303.7","293.52","DE","1","5"
"str","Rotliegend","Tambach","Finsterbergen conglomerate","""siliciclastic""","290.1","283.5","DE","1","1"
"str","Rotliegend","Tambach","Tambach-Sandstein","sandstone","290.1","283.5","DE","1","32"
"str","Sadlerochit","Ivishak","Fire Creek Siltstone","siltstone","251.2","248.9","US","2","2"
"str","Sadlerochit","Ivishak","Kavik","""shale""","251.902","251.4","US","1","5"
"str","Sadlerochit","Ivishak","Ledge Sandstone","sandstone","251.2","248.9","US","1","1"
"str","Sakamena","Lower Sakamena","","""shale"",mudstone,sandstone","259.51","251.902","MG","13","99"
"str","Sakamena","Middle Sakamena","","""limestone"",""shale"",""shale""/""limestone"",""siliciclastic"",mudstone","251.4","248.9","MG","18","50"
"str","Sakamena","Middle Sakamena","Couches à Poissons et Ammonites","claystone/sandstone","251.902","248.9","MG","1","6"
"str","Sakoa","","","""siliciclastic""","290.1","283.5","MG","1","2"
"str","Sakoa","Sakoa","","","293.52","283.5","MG","1","6"
"str","Sakoa","Série rouge inférieure","","claystone","283.5","266.9","MG","1","1"
"str","Santa Rosa","","","""limestone"",""limestone""/mudstone,""shale""/""limestone"",""shale""/conglomerate,mudstone,mudstone/sandstone,sandstone,siltstone,siltstone/sandstone","283.5","251.902","BZ","26","66"
"str","Santa Rosa","Chochal","Upper Shaly","""limestone""","283.5","273.01","GT","2","27"
"str","Saraburi","Khao Khad","","""limestone""","283.5","273.01","TH","1","2"
"str","Saraburi","Nong Pong","","""limestone""","283.5","273.01","TH","2","8"
"str","Sassendalen","","","""shale""","247.2","242","SJ","5","7"
"str","Sassendalen","Botneheia","","""shale"",siltstone","242","239.7","SJ","48","80"
"str","Sassendalen","Botneheia","Blankurshen","claystone","242","237","SJ","1","8"
"str","Sassendalen","Botneheia","Muen","claystone","247.2","242","SJ","1","8"
"str","Sassendalen","Bravaisberget","","","247.2","242","SJ","1","1"
"str","Sassendalen","Bravaisberget","Karentoppen","siltstone","247.2","242","SJ","1","10"
"str","Sassendalen","Bravaisberget","Passhaten-Karrentoppen","claystone","247.2","242","SJ","1","8"
"str","Sassendalen","Bravaisberget","Passhatten","claystone","247.2","242","SJ","1","5"
"str","Sassendalen","Bravaisberget","Somovbreen","claystone","242","237","SJ","2","9"
"str","Sassendalen","Bravaisberget","Somovbreen-Van Keulenfjorden","claystone","242","237","SJ","1","8"
"str","Sassendalen","Kapp Toscana","Tschermakfjellet","siltstone","242","237","SJ","2","2"
"str","Sassendalen","Kongressfjellet","Botneheia","""shale"",claystone","239.7","237","SJ","3","20"
"str","Sassendalen","Kongressfjellet","Sticky Keep","""shale"",claystone,marl","248.9","247.2","SJ","4","27"
"str","Sassendalen","Sticky Keep","","""siliciclastic""","248.9","247.2","SJ","1","10"
"str","Sassendalen","Tvillingodden","","siltstone","248.9","247.2","SJ","3","16"
"str","Sassendalen","Tvillingodden","Iskletten","siltstone","248.9","247.2","SJ","6","18"
"str","Sassendalen","Tvillingodden","Kaosfjellet","siltstone","247.2","244.7","SJ","2","9"
"str","Sassendalen","Vardebukta","","""shale"",marl,siltstone","251.902","251.2","SJ","3","13"
"str","Sassendalen","Vardebukta","Kaosfjellet","siltstone","251.2","248.9","SJ","3","4"
"str","Sassendalen","Vardebukta","Selmaneset","siltstone","251.902","251.4","SJ","1","3"
"str","Sassendalen","Vardebukta","Siksaken","""limestone"",siltstone","251.4","251.2","SJ","20","53"
"str","Sassendalen","Vardebukta","Wibebreen","""limestone""","251.4","251.2","SJ","1","6"
"str","Sassendalen","Vikinghogda","Deltadalen","sandstone,siltstone","251.4","251.2","SJ","6","26"
"str","Sassendalen","Vikinghogda","Luistaniadalen-Vendomdalen","siltstone","248.9","247.2","SJ","2","10"
"str","Sassendalen","Vikinghogda","Lusitaniadalan","""limestone""/""shale"",lime mudstone/""shale""","251.2","248.9","SJ","12","42"
"str","Sassendalen","Vikinghogda","Lusitaniadalen","sandstone","251.2","248.9","SJ","4","12"
"str","Sassendalen","Vikinghogda","Vendomdalen","""limestone"",""shale"",sandstone,siltstone","248.9","247.2","SJ","33","48"
"str","Sassendalen","Vikinghøgda","Deltadalen","sandstone/mudstone","251.902","251.2","NO","1","24"
"str","Sassendalen","Vikinghøgda","Lusitaniadalen","siltstone/sandstone","251.2","247.2","NO","1","7"
"str","Sassendalen","Vikinghøgda","Vendomdalen","mudstone","251.2","247.2","NO","1","19"
"str","Selong","","","""limestone"",""shale"",""siliciclastic"",grainstone,mudstone/""limestone""","254.14","251.902","CN","42","232"
"str","Shaiwa","","","chert","254.14","251.902","CN","1","16"
"str","Shan","","","""shale""/""limestone""","251.902","247.2","MM","1","5"
"str","Shawnee","Deer Creek","Ervine Creek Limestone","""limestone""","303.7","287.6","US","1","7"
"str","Shawnee","Deer Creek Limestone","Ervine Creek Limestone","""limestone""","303.7","287.6","US","1","1"
"str","Shawnee","Kanwaka","","""shale""","303.7","287.6","US","1","3"
"str","Shawnee","Kanwaka","Stull Shale","""shale""","303.7","287.6","US","6","19"
"str","Shawnee","Oread","Plattsmouth Limestone","""shale""","303.7","287.6","US","1","3"
"str","Shawnee","Oread Limestone","Plattsmouth Limestone","""shale""","303.7","287.6","US","1","2"
"str","Sherwood Sandstone","Bromsgrove Sandstone","","sandstone,sandstone/marl","247.2","237","UK","2","28"
"str","Sherwood Sandstone","Chester Pebble Beds","","sandstone","251.2","247.2","UK","4","10"
"str","Sherwood Sandstone","Helsby Sandstone","Pennington Point","sandstone/mudstone","247.2","242","UK","1","1"
"str","Sherwood Sandstone","Otter Sandstone","","sandstone","247.2","242","UK","35","49"
"str","Sherwood Sandstone","Scrabo Sandstone","","sandstone","251.902","247.2","UK","1","1"
"str","Shidaka","","","conglomerate/sandstone","251.902","247.2","JP","1","5"
"str","Shidaka","Okadashimo","","""siliciclastic""","251.2","247.2","JP","1","1"
"str","Shoalhaven","","","siltstone","273.01","266.9","AU","1","2"
"str","Shoalhaven","Wasp Head","","sandstone,sandstone/conglomerate","293.52","290.1","AU","4","7"
"str","Sirçalik","","","""limestone""","251.902","247.2","TR","1","4"
"str","Slavyanskoy","Bryanchevskaya","","""limestone""","298.9","293.52","UA","1","3"
"str","Songea","Manda Beds","Lifua","sandstone","247.2","242","TZ","3","4"
"str","Songea","Ruhuhu","","mudstone","264.28","259.51","TZ","4","4"
"str","Songea","Usili","","conglomerate,mudstone,sandstone/mudstone","259.51","254.14","TZ","10","71"
"str","Sonnebait","","","","290.1","283.5","ID","3","189"
"str","Sorocayense","Cortaderita","Don Raúl","mudstone/sandstone","242","237","AR","1","1"
"str","Star Peak","","","""limestone""","247.2","237","US","4","6"
"str","Star Peak","Augusta","","""limestone""","239.7","237","US","3","22"
"str","Star Peak","Augusta Mountain","Lower","lime mudstone,packstone,wackestone","242","237","US","6","26"
"str","Star Peak","Favret","","packstone,wackestone","247.2","242","US","4","13"
"str","Star Peak","Favret","Fossil Hill","""limestone"",""limestone""/""shale"",grainstone,mudstone","243.8","237","US","52","150"
"str","Star Peak","Prida","","""limestone"",siltstone","239.7","237","US","13","24"
"str","Star Peak","Prida","Fossil Hill","""limestone"",""limestone""/""siliciclastic"",""limestone""/siltstone","243.8","242","US","85","360"
"str","Star Peak","Prida","lower (unnamed)","""carbonate""","248.9","247.2","US","1","5"
"str","Star Peak","Prida","upper","""limestone""/siltstone","243.8","242","US","1","5"
"str","Stewartry","Corncockle Sandstone","","sandstone","298.9","273.01","UK","1","5"
"str","Stillaguamish","","","""limestone""","264.28","259.51","US","10","16"
"str","Stormberg","","","""shale""","247.2","242","ZA","1","1"
"str","Strassfort","Platy Dolomite","","dolomite/""limestone""","259.51","251.902","PL","1","42"
"str","Sumner","Garber","","","286.1","273.01","US","2","20"
"str","Sumner","Garber Sandstone","","claystone,sandstone,sandstone/claystone","298.9","251.902","US","6","58"
"str","Sumner","Wellington","","""shale""/sandstone,claystone/ironstone,dolomite,sandstone,sandstone/""shale""","286.1","251.902","US","7","53"
"str","Sumner","Wellington","Billings Pool","""shale""","290.1","283.5","US","1","17"
"str","Sumner","Wellington","Elmo Limestone","dolomite","293.52","273.01","US","1","12"
"str","Sumner","Wellington","McCann Sandstone","sandstone","286.1","273.01","US","1","12"
"str","Sumner","Wellington","Midco","""limestone""","290.1","283.5","US","2","8"
"str","Sumner","Wreford Limestone","","","298.9","273.01","US","1","8"
"str","Taishaku Limestone","","","""limestone""","303.7","293.52","JP","2","8"
"str","Taiyuan","Houkou","","""limestone""","303.7","293.52","CN","1","14"
"str","Takakura-yama","Kashiwadaira","","""siliciclastic""","264.28","259.51","JP","1","1"
"str","Takakurayama","Kashiwadaira","","""shale""","264.28","254.14","JP","2","8"
"str","Takamizuyama","","","""limestone""","298.9","283.5","JP","1","8"
"str","Takitimu","","","sandstone,sandstone/mudstone","290.1","283.5","NZ","15","74"
"str","Tamirgol'skaya Series","","","","273.01","251.902","MN","1","52"
"str","Tampeiskaya","Varengayakhinskaya","","","247.2","237","RU","2","3"
"str","Tanin","Kas","","siltstone/sandstone","266.9","264.28","TR","1","1"
"str","Taodonggou","Taerlang","","","259.51","254.14","CN","1","5"
"str","Taringatura","","","","242","237","NZ","14","22"
"str","Taringatura","Pears","","siltstone","242","237","NZ","7","14"
"str","Tatsuno","","","floatstone,packstone","259.51","254.14","JP","2","31"
"str","Taungnyo","","","mudstone","283.5","273.01","MM","8","96"
"str","Temi","","","","298.9","293.52","AU","1","9"
"str","Tempelfjorden","","","wackestone","298.9","251.902","NO","3","13"
"str","Tempelfjorden","Kapp Starostin","","""limestone"",siltstone,wackestone","259.51","251.902","NO,SJ","7","42"
"str","Tempelfjorden","Kapp Statostin","","wackestone","298.9","251.902","NO","1","5"
"str","Tempelfjorden","Miseryfjellet","","packstone/siltstone","259.51","251.4","NO","1","2"
"str","Tempelfjorden","Roye","","grainstone/rudstone","298.9","251.902","NO","1","9"
"str","Tepuel","Mojon de Hierro","","sandstone","290.1","283.5","AR","4","25"
"str","Teremba","Mara","","sandstone,siltstone","254.14","251.902","NC","8","15"
"str","Thaynes","","","""limestone"",""shale"",grainstone,lime mudstone,marl,mudstone,mudstone/marl,siltstone","248.9","247.2","US","54","237"
"str","Thaynes","","Lower Shale","mudstone/marl","248.9","247.2","US","1","10"
"str","Thaynes","","Middle Limestone","""limestone""","248.9","247.2","US","1","1"
"str","Thung Salian","Khanu Chert","","""shale""","298.9","293.52","TH","2","3"
"str","Trogkofel","Trogkofel Limestone","","""limestone""/siltstone","290.1","283.5","SI","1","8"
"str","Tubarao","","","","293.52","290.1","BR","1","3"
"str","Tulong","Qudenggongba","","","242","237","CN","1","4"
"str","Tulung","Laibuxi","","","242","237","CN","1","3"
"str","Turinskaya Series","Bichurskaya Suite","","","251.902","247.2","RU","1","7"
"str","Upper Beacon","","","","273.01","259.51","AA","1","16"
"str","Upper Buntsandstein","","","sandstone","247.2","242","DE","2","2"
"str","Upper Buntsandstein","Plattensandstein","","sandstone","247.2","244.7","CH","1","2"
"str","Upper Buntsandstein","Plattensandstein/Rötton","","mudstone","247.2","244.7","DE","1","1"
"str","Upper Buntsandstein","Röt","","claystone,sandstone","247.2","244.7","DE","2","8"
"str","Upper Buntsandstein","Röt","Violet Horizon 5","""siliciclastic"",sandstone","247.2","244.7","DE","2","8"
"str","Upper Buntsandstein","Röttone","","sandstone","247.2","244.7","DE","1","1"
"str","Upper Ecca","Volksrust","","""shale""","273.01","259.51","ZA","2","24"
"str","Upper Ecca","Waterford","","mudstone","266.9","259.51","ZA","29","33"
"str","Upper Jijicao","","","","259.51","254.14","CN","1","4"
"str","Upper Jijicao","Pingdiquan","","","259.51","254.14","CN","1","14"
"str","Upper Jijicao","Quanzijie","","","259.51","251.902","CN","1","2"
"str","Upper Lukuga","Couches de houille","","","293.52","283.5","CD","1","9"
"str","Upper Lukuga","Transition","","","283.5","273.01","CD","1","8"
"str","Upper Marine","","","sandstone","290.1","283.5","GL","1","2"
"str","Upper Muschelkalk","Dolomite","Moya","dolomite","242","237","ES","2","3"
"str","Upper Muschelkalk","Royuela","","marl/dolomite","239.7","237","ES","1","2"
"str","Upper Parmeener","","","sandstone/siltstone","259.51","251.2","AU","1","2"
"str","Uspallata","Agua de la Zorra","","mudstone/siltstone","247.2","237","AR","1","9"
"str","Uspallata","Cerro de Las Cabras","","sandstone,sandstone/siltstone,siltstone","242","237","AR","6","25"
"str","Uspallata","Potrerillos","Lower","""shale""","239.7","237","AR","1","7"
"str","Vetluga","Rybinsk","","","251.2","247.2","RU","1","1"
"str","Vetluga","Vokhma","","","251.902","251.4","RU","1","2"
"str","Wabaunsee","Pillsbury Shale","","claystone","276.8","264.9","US","1","4"
"str","Wabaunsee","Root Shale","French Creek Shale","""limestone""","276.8","264.9","US","1","3"
"str","Wabaunsee","Root Shale","Friedrich Shale","""limestone"",""shale""","276.8","264.9","US","7","68"
"str","Wabaunsee","Root Shale","Jim Creek Limestone","""limestone""","276.8","264.9","US","15","50"
"str","Wabaunsee","Severy Shale","","""shale""","287.6","276.8","US","2","3"
"str","Wabaunsee","Stotler","Dover Limestone","""limestone""","276.8","264.9","US","1","2"
"str","Wabaunsee","Stotler Limestone","Dover Limestone","""limestone""","276.8","264.9","US","11","61"
"str","Wabaunsee","Stotler Limestone","Dry Shale","""limestone"",""shale""","276.8","264.9","US","6","51"
"str","Wabaunsee","Stotler Limestone","Grandhaven Limestone","""limestone"",""limestone""/siltstone,""shale""","276.8","264.9","US","15","71"
"str","Wabaunsee","Wood Siding","Brownville Limestone","""limestone"",""limestone""/""shale""","276.8","264.9","US","26","276"
